pdf,table_pages,table_names
pdfs/Multiple countries specified/2018/cr18332-MexicoBundleFCL.pdf,31,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities’_Presentation_1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2018/cr18332-MexicoBundleFCL.pdf,32,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2018/cr1834.pdf,32,"Table_3._Fiji:_Central_Government_Finances,_2013–22_(in_percent_of_GDP)"
pdfs/Multiple countries specified/2018/cr18359.pdf,29,"Table_3a._Islamic_Republic_of_Afghanistan:_Central_Government_Budget,_2015–23_(In_billions_of_Afghanis)"
pdfs/Multiple countries specified/2018/cr18359.pdf,30,"Table_3b._Islamic_Republic_of_Afghanistan:_Central_Government_Budget,_2015–23_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2018/cr18361.pdf,,""
pdfs/Multiple countries specified/2018/cr18362.pdf,20,"financing_and_arrears_(MEFP,_Table_1)._The_adoption_by_the_government_of_a_2019_budget_with_"
pdfs/Multiple countries specified/2018/cr18362.pdf,28,"Table_2a._Togo:_Central_Government_Financial_Operations,_2015–20_(Billions_of_CFA_Francs)"
pdfs/Multiple countries specified/2018/cr18362.pdf,29,"Table_2b._Togo:_Central_Government_Financial_Operations,_2015–20_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2018/cr18364.pdf,22,"Table_2._Benin:_Consolidated_Central_Government_Operations,_2016–23_"
pdfs/Multiple countries specified/2018/cr18364.pdf,23,"Table_3._Benin:_Consolidated_Central_Government_Operations,_2016–23_"
pdfs/Multiple countries specified/2018/cr18364.pdf,24,"Table_4._Benin:_Consolidated_Central_Government_Operations,_2018–19_"
pdfs/Multiple countries specified/2018/cr1878.pdf,29,"Table_4a._Pakistan:_General_Government_Budget,_201415–201718_(In_billions_of_Pakistani_rupees)"
pdfs/Multiple countries specified/2018/cr1878.pdf,30,"Table_4b._Pakistan:_General_Government_Budget,_201415–201718_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1ABWEA2019001.pdf,35,"Table_3a._Aruba:_Operations_of_the_Central_Government,_2014–2024_1_(Percent_of_GDP,_unless_indicated_otherwise)"
pdfs/Multiple countries specified/2019/1ABWEA2019001.pdf,36,"Table_3b._Aruba:_Operations_of_the_Central_Government,_2014–2024_1_(Millions_of_Aruban_florins,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1BENEA2019001.pdf,33,"Table_2._Benin:_Consolidated_Central_Government_Operations,_2017–24_"
pdfs/Multiple countries specified/2019/1BENEA2019001.pdf,34,"Table_3._Benin:_Consolidated_Central_Government_Operations,_2017–24_"
pdfs/Multiple countries specified/2019/1BENEA2019001.pdf,35,"Table_4._Benin:_Consolidated_Central_Government_Operations,_2018–19_"
pdfs/Multiple countries specified/2019/1BENEA2019003.pdf,24,"Table_2._Benin:_Consolidated_Central_Government_Operations,_2017–24_(Billions_of_CFA_francs)"
pdfs/Multiple countries specified/2019/1BENEA2019003.pdf,25,"Table_3._Benin:_Consolidated_Central_Government_Operations,_2017–24_(percent_of_GDP)"
pdfs/Multiple countries specified/2019/1BENEA2019003.pdf,26,"Table_4._Benin:_Consolidated_Central_Government_Operations,_2019–20_(Billions_of_CFA_francs)"
pdfs/Multiple countries specified/2019/1CAEEA2019004.pdf,31,"Table_2._CEMAC:_National_Accounts,_2016–23_"
pdfs/Multiple countries specified/2019/1CANEA2019001.pdf,49,"Table_3._Canada:_General_Government_Fiscal_Indicators,_2016–24_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1CANEA2019001.pdf,50,"Table_4._Canada:_Statement_of_General_Government_Operations_and_Balance_Sheet,_"
pdfs/Multiple countries specified/2019/1COLEA2019001.pdf,39,"Table_3._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1COLEA2019001.pdf,40,"Table_4._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1COLEA2019003.pdf,28,"Table_3._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1COLEA2019003.pdf,29,"Table_4._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1FSMEA2019001.pdf,29,"Table_2a._Federated_States_of_Micronesia:_General_Government_Operations,_FY2015–24_1_(In_millions_of_U.S._dollars)"
pdfs/Multiple countries specified/2019/1FSMEA2019001.pdf,30,"Table_2b._Federated_States_of_Micronesia:_General_Government_Operations,_FY2015–24_1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2019/1GEOEA2019003.pdf,33,"Table_3a._Georgia:_General_Government_Operations,_GFSM2001_2017–24_(In_millions_of_GEL)"
pdfs/Multiple countries specified/2019/1GEOEA2019003.pdf,34,"Table_3b._Georgia:_General_Government_Operations,_GFSM2001_2017–24_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2019/1GEOEA2019003.pdf,66,"Table_2._Georgia:_Projected_Financing_for_Cash_Deficit_of_the_General_Government_(in_millions_of_GEL,_cumulative_from_the_beginning_of_the_calendar_year)"
pdfs/Multiple countries specified/2019/1KGZEA2019001.pdf,27,"Table_2._Kyrgyz_Republic:_National_Accounts,_2015–24_(In_percent,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1KGZEA2019001.pdf,31,"Table_6._Kyrgyz_Republic:_State_Government_Finances,_2016–24_(In_millions_of_soms)"
pdfs/Multiple countries specified/2019/1KGZEA2019001.pdf,32,"Table_7._Kyrgyz_Republic:_State_Government_Finances,_2016–24_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2019/1KGZEA2019001.pdf,33,"Table_8._Kyrgyz_Republic:_General_Government_Finances,_2016–24,_GFSM_2001_Presentation1_(In_millions_of_soms)"
pdfs/Multiple countries specified/2019/1KGZEA2019001.pdf,34,"Table_9._Kyrgyz_Republic:_General_Government_Finances,_2016–24,_GFSM_2001_Presentation1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2019/1MEXEA2019004.pdf,31,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities'_Presentation_1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2019/1MEXEA2019004.pdf,32,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2019/1MMREA2019002.pdf,31,"Table_2._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(Consolidated_accounts)"
pdfs/Multiple countries specified/2019/1MMREA2019002.pdf,32,"Table_2._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(concluded)"
pdfs/Multiple countries specified/2019/1NPLEA2019001.pdf,33,"Table_3._Nepal:_Summary_of_Government_Operations,_201617–202324_(Baseline)_1_"
pdfs/Multiple countries specified/2019/1TGOEA2019001.pdf,42,"Table_2a._Togo:_Central_Government_Financial_Operations,_2017–24_(Billions_of_CFA_Francs)"
pdfs/Multiple countries specified/2019/1TGOEA2019001.pdf,43,"Table_2b._Togo:_Central_Government_Financial_Operations,_2017–24_(Percent_of_GDP)"
pdfs/Multiple countries specified/2019/1VNMEA2019001.pdf,35,"Table_4a._Vietnam:_Consolidated_State_Budgetary_Operations,_2013?2019_1_(In_trillions_of_dong)"
pdfs/Multiple countries specified/2019/1VNMEA2019001.pdf,36,"Table_4b._Vietnam:_Consolidated_State_Budgetary_Operations,_2013?2019_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/1WAUEA2019001.pdf,27,"Table_2._WAEMU:_Selected_National_Accounts_and_Inflation_Statistics,_2015-23_"
pdfs/Multiple countries specified/2019/cr18367f.pdf,,""
pdfs/Multiple countries specified/2019/cr1901.pdf,30,"Table_2._CEMAC:_National_Accounts,_2016–22_"
pdfs/Multiple countries specified/2019/cr1909.pdf,,""
pdfs/Multiple countries specified/2019/cr1923-CuraaoSintMaarten-ArtIV.pdf,32,"Table_2._Curaçao:_Government_Operations,_2013–23_(Percent_of_GDP_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2019/cr1923-CuraaoSintMaarten-ArtIV.pdf,34,"Table_4._Sint_Maarten:_Government_Operations,_2013–23_(Percent_of_GDP_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/050820.pdf,,""
pdfs/Multiple countries specified/2020/121619.pdf,,""
pdfs/Multiple countries specified/2020/1ABWEA2020001.pdf,,""
pdfs/Multiple countries specified/2020/1AUSEA2020001.pdf,47,"Table_2._Australia:_Fiscal_Accounts,_201415-202425_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1CMREA2020003.pdf,20,"Table_2a._Cameroon:_Central_Government_Operations,_2018–25_(CFAF_billion,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1CMREA2020003.pdf,21,"Table_2b._Cameroon:_Central_Government_Operations,_2018–25_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2020/1COLEA2020001.pdf,39,"Table_3._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1COLEA2020001.pdf,40,"Table_4._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1COLEA2020003.pdf,45,"Table_4._Colombia:_Operations_of_the_Central_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1COLEA2020003.pdf,46,"Table_5._Colombia:_Operations_of_the_Combined_Public_Sector_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1GHAEA2020001.pdf,19,"Table_2a._Ghana:_Summary_of_Budgetary_Central_Government_Operations,_2018–21_(GFS_2001,_Cash_basis,_Percent_of_GDP)"
pdfs/Multiple countries specified/2020/1GHAEA2020001.pdf,20,"Table_2b._Ghana:_Summary_of_Budgetary_Central_Government_Operations,_2018–21_(GFS_2001,_Cash_basis,_Millions_of_GHc)"
pdfs/Multiple countries specified/2020/1GINEA2020003.pdf,24,"Table_3a._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2017–25_(Billions_of_Guinean_Francs,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1GINEA2020003.pdf,25,"Table_3b._Guinea:_Fiscal_Operations_of_the_Central_Government,1_2017–25_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2020/1GRCEA2020001.pdf,35,"Table_3._Greece:_General_Government_Operations,_2018–25_1_"
pdfs/Multiple countries specified/2020/1GRCEA2020001.pdf,38,"Table_6._Greece:_General_Government_Financing_Requirements_and_Sources,_2018–25_(Billions_of_euros)"
pdfs/Multiple countries specified/2020/1SENEA2020001.pdf,35,"Table_4._Senegal:_Budgetary_Central_Government_Operations,_GFSM_2001_Classification,_"
pdfs/Multiple countries specified/2020/1SENEA2020001.pdf,36,"Table_5._Senegal:_Budgetary_Central_Government_Operations,_GFSM_2001_Classification,_"
pdfs/Multiple countries specified/2020/dsacr20289.pdf,31,"Table_4a._Sudan:_Central_Government_Operations,_2017–25_(In_billions_of_Sudanese_pounds)"
pdfs/Multiple countries specified/2020/dsacr20289.pdf,32,"Table_4b._Sudan:_Central_Government_Operations,_2017–25_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2021/1CAEEA2021001.pdf,34,"Table_2._CEMAC:_National_Accounts,_2016–25_"
pdfs/Multiple countries specified/2021/1CAEEA2021002.pdf,26,"Table_2._CEMAC:_National_Accounts,_2016–25_"
pdfs/Multiple countries specified/2021/1CMREA2021001.pdf,31,"Table_2a._Cameroon:_Central_Government_Operations,_2019?26_(CFAF_billion,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2021/1CMREA2021001.pdf,32,"Table_2b._Cameroon:_Central_Government_Operations,_2019?26_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2021/1CUWEA2021001.pdf,32,"Table_2._Cura?:_Government_Operations,_2017?26_1_(Millions_of_NAf_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2021/1CUWEA2021001.pdf,33,"Table_3._Cura?:_Government_Operations,_2017?26_1_(Percent_of_GDP_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2021/1CUWEA2021001.pdf,36,"Table_6._Sint_Maarten:_Government_Operations,_2017?26_(Millions_of_NAf_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2021/1CUWEA2021001.pdf,37,"Table_7._Sint_Maarten:_Government_Operations,_2017?26_(Percent_of_GDP_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2021/1FSMEA2021002.pdf,31,"Table_2a._Federated_States_of_Micronesia:_General_Government_Operations,_FY2018-26_1_(In_millions_of_U.S._dollars)"
pdfs/Multiple countries specified/2021/1FSMEA2021002.pdf,32,"Table_2b._Federated_States_of_Micronesia:_General_Government_Operations,_FY2018-26_1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2021/1GNBEA2021002.pdf,29,"Table_3a._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2019–26_(CFAF_billions)"
pdfs/Multiple countries specified/2021/1GNBEA2021002.pdf,30,"Table_3b._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2019–26_(Percent_of_GDP)"
pdfs/Multiple countries specified/2021/1MHLEA2021001.pdf,33,"Table_2._Marshall_Islands:_Statement_of_Government_Operations,_FY_2016-26_1_"
pdfs/Multiple countries specified/2021/1SENEA2021001.pdf,29,"Table_4._Senegal:_Budgetary_Central_Government_Operations,_GFSM_2001_Classification,_2019–251_(billions_of_CFAF)"
pdfs/Multiple countries specified/2021/1SENEA2021001.pdf,30,"Table_5._Senegal:_Budgetary_Central_Government_Operations,_GFSM_2001_Classification,_2019–251_(percent_of_GDP)"
pdfs/Multiple countries specified/2021/1WAUEA2021001.pdf,29,"Table_2._WAEMU:_Selected_National_Accounts_and_Inflation_Statistics,_2017–25_"
pdfs/Multiple countries specified/2022/1ARMEA2022002.pdf,25,"Table_3a._Armenia:_Central_Government_Operations,_2019_–27_(In_billions_of_Armenian_drams)"
pdfs/Multiple countries specified/2022/1ARMEA2022002.pdf,26,"Table_3b._Armenia:_Central_Government_Operations,_2019_–27_(In_percent_of_GDP,_unless_otherwise_specified)"
pdfs/Multiple countries specified/2022/1BHSEA2022001.pdf,34,"Table_2a._The_Bahamas:_Operations_of_the_Central_Government,_FY2019–27_1_(In_millions_of_Bahamian_dollars)"
pdfs/Multiple countries specified/2022/1BHSEA2022001.pdf,35,"Table_2b._The_Bahamas:_Operations_of_the_Central_Government,_FY2019–27_1_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2022/1CAEEA2022001.pdf,30,"Table_2._CEMAC:_National_Accounts,_2016–26_"
pdfs/Multiple countries specified/2022/1CMREA2022001.pdf,44,"Table_2a._Cameroon:_Central_Government_Operations,_2019–26_(CFAF_billion,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2022/1CMREA2022001.pdf,45,"Table_2b._Cameroon:_Central_Government_Operations,_2019–26_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2022/1KAZEA2022003.pdf,38,"Table_6a._Kazakhstan:_General_Government_Fiscal_Operations,_2018_–27_1_(In_billions_of_tenge)"
pdfs/Multiple countries specified/2022/1KAZEA2022003.pdf,39,"Table_6b._Kazakhstan:_General_Government_Fiscal_Operations,_2018_–27_1_(In_percent_of_GDP,_unless_otherwise_specified)"
pdfs/Multiple countries specified/2022/1MDAEA2022004.pdf,37,"Table_3a._Moldova:_General_Government_Budget,_2017?2027_(Millions_of_Moldovan_lei,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2022/1MDAEA2022004.pdf,38,"Table_3b._Moldova:_General_Government_Budget,_2017?2027_(Percent_of_GDP,_unless_otherwise_stated)"
pdfs/Multiple countries specified/2022/1MDAEA2022004.pdf,39,"Table_4._Moldova:_Accounts_of_the_National_Bank_of_Moldova_and_Monetary_Survey,_"
pdfs/Multiple countries specified/2022/1UKREA2022001.pdf,15,"Table_2._Ukraine:_General_Government_Finances,_2019–2022_1_(Billions_of_Ukrainian_Hryvnia)"
pdfs/Multiple countries specified/2022/1UKREA2022001.pdf,16,"Table_2._Ukraine:_General_Government_Finances,_2019–2022_(Concluded)_1_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1WAUEA2022001.pdf,31,"Table_2._WAEMU:_Selected_National_Accounts_and_Inflation_Statistics,_2018–26_"
pdfs/Myanmar/2018/cr1890.pdf,31,"Table_2._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201314–201920_1_(Consolidated_accounts)"
pdfs/Myanmar/2020/1MMREA2020003.pdf,33,"Table_2._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(Consolidated_accounts,_in_billions_of_kyats)"
pdfs/Myanmar/2020/1MMREA2020003.pdf,34,"Table_2._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(Consolidated_account,_in_percent_of_GDP)_(concluded)"
pdfs/Myanmar/2020/dsacr20215.pdf,23,"Table_2._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(Consolidated_accounts,_in_billions_of_kyats)"
pdfs/Myanmar/2020/dsacr20215.pdf,24,"Table_3._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(Consolidated_account,_in_percent_of_GDP)"
pdfs/Myanmar/2021/1MMREA2021001.pdf,25,"Table_2._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(Consolidated_accounts,_in_billions_of_kyats)"
pdfs/Myanmar/2021/1MMREA2021001.pdf,26,"Table_3._Myanmar:_Summary_Operations_of_the_Nonfinancial_Public_Sector,_201516–202021_1_(Consolidated_accounts,_in_percent_of_GDP)"
pdfs/Namibia/2018/cr1856.pdf,37,"Table_2._Namibia:_Fiscal_Operations_of_the_Central_Government,_201415–2223_(N$_millions)"
pdfs/Namibia/2018/cr1856.pdf,38,"Table_3._Namibia:_Fiscal_Operations_of_the_Central_Government,_201415–2223_(Percent_of_GDP)"
pdfs/Namibia/2019/1NAMEA2019001.pdf,37,"Table_2._Namibia:_Fiscal_Operations_of_the_Central_Government,_201516–2425_(N$_millions)"
pdfs/Namibia/2019/1NAMEA2019001.pdf,38,"Table_3._Namibia:_Fiscal_Operations_of_the_Central_Government,_201516–2425_(Percent_of_GDP)"
pdfs/Namibia/2021/1NAMEA2021001.pdf,23,"Table_3a._Namibia:_Fiscal_Operations_of_the_Central_Government,_201516–202627_(N$_millions)"
pdfs/Namibia/2021/1NAMEA2021001.pdf,24,"Table_3b._Namibia:_Fiscal_Operations_of_the_Central_Government,_201516–202627_(Percent_of_GDP)"
"pdfs/Nauru, Republic of/2020/1NRUEA2020001.pdf",30,"Table_4._Nauru:_Central_Government_Operations,_FY2015–24_1_"
"pdfs/Nauru, Republic of/2022/1NRUEA2022001.pdf",31,"Table_4._Nauru:_Central_Government_Operations,_FY2017-26_1_"
pdfs/Nepal/2020/1NPLEA2020001.pdf,36,"Table_4._Nepal:_Central_Government_Operations,_201617–2024251_"
pdfs/Nepal/2020/dsacr20155.pdf,22,"Table_4._Central_Government_Operations,_201718–2024251_"
pdfs/Nepal/2022/1NPLEA2022001.pdf,29,"Table_2._Nepal:_Summary_of_Central_Government_Operations,_201819-202526_1_"
pdfs/Nepal/2022/1NPLEA2022001.pdf,69,Table_3._Nepal:_Institution_Coverage_of_Budgetary_Central_Government_
pdfs/Nepal/2022/1NPLEA2022001.pdf,71,Table_4._Nepal:_Revenues_of_the_Budgetary_Central_Government_Projected_under_the_
"pdfs/Netherlands, The/2018/cr18130.pdf",30,"Table_2a._Netherlands:_General_Government_Statement_of_Operations,_2015–23_(Percent_of_GDP)"
"pdfs/Netherlands, The/2018/cr18130.pdf",31,"Table_2b._Netherlands:_General_Government_Statement_of_Operations,_2015–23_(Billions_of_euros)"
"pdfs/Netherlands, The/2019/1NLDEA2019001.pdf",31,"Table_2a._Netherlands:_General_Government_Statement_of_Operations,_2016–24_(Percent_of_GDP)"
"pdfs/Netherlands, The/2019/1NLDEA2019001.pdf",32,"Table_2b._Netherlands:_General_Government_Statement_of_Operations,_2016–24_(Billions_of_euros)"
"pdfs/Netherlands, The/2021/1NLDEA2021001.pdf",35,"Table_2a._The_Netherlands:_General_Government_Statement_of_Operations,_2017–26_(Percent_of_GDP)"
"pdfs/Netherlands, The/2021/1NLDEA2021001.pdf",36,"Table_2b._The_Netherlands:_General_Government_Statement_of_Operations,_2017–26_(Billions_of_Euros)"
pdfs/New Zealand/2018/cr18202.pdf,36,"Table_2._New_Zealand:_Fiscal_Accounts,_201213-202223_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/New Zealand/2019/1NZLEA2019002.pdf,36,"Table_2._New_Zealand:_Fiscal_Accounts,_201314-202324_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/New Zealand/2021/1NZLEA2021001.pdf,38,"Table_2._New_Zealand:_Fiscal_Accounts,_201516-202526_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Nicaragua/2020/1NICEA2020001.pdf,32,"Table_2a._Nicaragua:_Operations_of_the_Budgetary_Central_Government,_2015–24_(GFSM_2001)"
pdfs/Nicaragua/2020/1NICEA2020001.pdf,33,Table_2b._Nicaragua:_Operations_of_the_Budgetary_Central_Government_2015–24_(GFSM_2001)
pdfs/Nicaragua/2020/1NICEA2020001.pdf,34,"Table_3a._Nicaragua:_Operations_of_the_Consolidated_Public_Sector,_2015–24_(GFSM_2001)"
pdfs/Nicaragua/2020/1NICEA2020001.pdf,35,"Table_3b._Nicaragua:_Operations_of_the_Consolidated_Public_Sector,_2015–24,_(GFSM_2001)_(In_percent_of_GDP)"
pdfs/Nicaragua/2020/1NICEA2020001.pdf,36,"Table_4._Nicaragua:_Non-financial_Public_Sector_Gross_Financing_Requirements,_2015–241_(In_Millions_of_U.S._dollars)"
pdfs/Nicaragua/2020/dsacr20307.pdf,24,"Table_2a._Nicaragua:_Operations_of_the_Budgetary_Central_Government,_"
pdfs/Nicaragua/2020/dsacr20307.pdf,25,"Table_2b._Nicaragua:_Operations_of_the_Budgetary_Central_Government,_"
pdfs/Nicaragua/2020/dsacr20307.pdf,26,"Table_3a._Nicaragua:_Operations_of_the_Consolidated_Public_Sector,_"
